Country Code,City_enc,Primary Cuisine_enc,Num Cuisines,Average Cost for two (USD),Has Table booking_enc,Has Online delivery_enc,Price range,Votes,Votes (log),City Restaurant Count,Aggregate rating
-0.3450727738367259,0.43538407634550375,0.8588947336909624,-1.0628571511967602,-1.2141783113568416,-0.42027873392115606,-0.6915797684546564,-1.044187908087377,-0.92158256410788,-1.5243786883117674,0.8972876098775405,2.9
-0.3450727738367259,0.43538407634550375,-0.14094956986724863,-0.17833775133908536,-0.18825706789262553,-0.42027873392115606,1.4459647977188694,0.029554198475124544,-0.7450542240985688,-0.5527655195826312,0.8972876098775405,3.9
-0.3450727738367259,0.43538407634550375,0.8588947336909624,0.7061816485185896,-0.8038098139711551,-0.42027873392115606,1.4459647977188694,-1.044187908087377,-0.92158256410788,-1.5243786883117674,0.8972876098775405,2.8
-0.3450727738367259,0.43538407634550375,1.55878574618171,0.7061816485185896,-0.2908491922390471,-0.42027873392115606,1.4459647977188694,0.029554198475124544,0.17289314394984892,0.6498409615983164,0.8972876098775405,2.3
3.1004321654033262,2.441503167035237,-1.0741375865215788,0.7061816485185896,1.8293880442536665,-0.42027873392115606,-0.6915797684546564,0.029554198475124544,-0.84214481110369,-0.9397712024397941,-1.3081530535000088,3.2
-0.3450727738367259,0.43538407634550375,0.8588947336909624,0.7061816485185896,-1.0089940626639984,-0.42027873392115606,-0.6915797684546564,-1.044187908087377,-0.7715334750999655,-0.6406605530471773,0.8972876098775405,3.0
-0.3450727738367259,0.43538407634550375,-0.5742154347424734,0.7061816485185896,-0.7012176896247336,-0.42027873392115606,-0.6915797684546564,-1.044187908087377,0.7907423339824378,0.97982209933113,0.8972876098775405,3.8
-0.3450727738367259,0.43538407634550375,0.8588947336909624,0.7061816485185896,-0.18825706789262553,-0.42027873392115606,1.4459647977188694,0.029554198475124544,-0.621484386092051,-0.23829642334869972,0.8972876098775405,3.3
-0.3450727738367259,0.43538407634550375,0.8588947336909624,-0.17833775133908536,-0.2908491922390471,-0.42027873392115606,1.4459647977188694,0.029554198475124544,-0.20664278707016998,0.3441355317255406,0.8972876098775405,2.5
3.1004321654033262,-1.4904902507166402,-1.1407938734254597,-1.0628571511967602,0.18791405471092043,-0.42027873392115606,-0.6915797684546564,-1.044187908087377,-0.6920957220957755,-0.4021827316468012,-1.3004952734188366,3.4
-0.3450727738367259,0.43538407634550375,0.025691147392453203,0.7061816485185896,0.11951930514663929,-0.42027873392115606,1.4459647977188694,0.029554198475124544,-0.5332202160873956,-0.0726534297676368,0.8972876098775405,3.2
-0.3450727738367259,0.43538407634550375,0.6589258729793201,-1.0628571511967602,1.8293880442536665,2.379373304640246,-0.6915797684546564,2.1770384116001273,1.69986328503039,1.2993936891063764,0.8972876098775405,4.6
-0.3450727738367259,0.43538407634550375,0.8588947336909624,-1.0628571511967602,0.11951930514663929,-0.42027873392115606,-0.6915797684546564,0.029554198475124544,-0.4184767950813433,0.10041140246816141,0.8972876098775405,3.4
-0.3450727738367259,0.43538407634550375,0.8588947336909624,-0.17833775133908536,-0.49603344093189033,-0.42027873392115606,-0.6915797684546564,0.029554198475124544,-0.9127561471074144,-1.4330289666368972,0.8972876098775405,2.8
